instance,output,time
dreal-conv/flyspeck/67.smt2,timeout,1000
metitarski/sin-cos-problem-diff2a.smt2,timeout,1000
metitarski/exp-fun-ineq-b.smt2,unsat,0.02
bmc/freezer.k2.smt2,unsat,0.02
bmc/arrowsmith_and_place_fig_3_8_page_82.transcendental.k4.smt2,unsat,24.77
dreal-conv/flyspeck/569.smt2,timeout,1000
metitarski/CONVOI.smt2,unsat,0.18
dreal-conv/flyspeck/692.smt2,timeout,1000
bmc/nav_16.transcendental.k10.smt2,timeout,1000
dreal-conv/flyspeck/169.smt2,timeout,1000
bmc/hamiltonian_system_1.transcendental.k5.smt2,sat,0.02
dreal-conv/flyspeck/55.smt2,timeout,1000
metitarski/exp-problem-10-3-weak.smt2,sat (delta),0.07
dreal-conv/tests/push_pop_02.smt2,sat (delta),0.02
dreal-conv/flyspeck/114.smt2,timeout,1000
metitarski/trigpoly-351-1b.smt2,sat (delta),0.49
dreal-conv/flyspeck/176.smt2,timeout,1000
dreal-conv/flyspeck/899.smt2,timeout,1000
dreal-conv/flyspeck/853.smt2,timeout,1000
metitarski/sin-cos-problem-diff3a.smt2,unsat,28.1
metitarski/sin-error-analysis-2.smt2,sat (delta),0.01
bmc/heater_04.transcendental.k1.smt2,unsat,0.06
bmc/sat_15.transcendental.k10.smt2,error: 0.00,0
dreal-conv/flyspeck/34.smt2,timeout,1000
bmc/nav_17.transcendental.k10.smt2,timeout,1000
bmc/sat_09.transcendental.k2.smt2,unsat,4.15
bmc/wiggins_ex_18_7_3_n.transcendental.k2.smt2,timeout,1000
metitarski/heartdipole.smt2,timeout,1000
dreal-conv/tests/stephen_01.smt2,unsat,0.21
metitarski/sqrt-cos-problem-1-2vars.smt2,timeout,1000
dreal-conv/flyspeck/248.smt2,timeout,1000
metitarski/sqrt-problem-10.smt2,unsat,0.01
metitarski/Chua-1-VC1-L.smt2,unsat,0.15
bmc/WBS_blue_faulty_arch4_01_p1.transcendental.k1.smt2,error: Command exited with non-zero status 1 :: 0.04,0.04
dreal-conv/flyspeck/513.smt2,timeout,1000
dreal-conv/flyspeck/679.smt2,timeout,1000
dreal-conv/flyspeck/100.smt2,timeout,1000
dreal-conv/flyspeck/874.smt2,timeout,1000
metitarski/tan-1-1var-weak.smt2,sat (delta),0.69
dreal-conv/flyspeck/444.smt2,timeout,1000
bmc/ahmadi_parrilo_kristic.transcendental.k5.smt2,sat (delta),0.02
bmc/nav_14.transcendental.k4.smt2,unsat,0.03
bmc/strogatz_ex_6_8_3.transcendental.k2.smt2,sat (delta),84.27
dreal-conv/flyspeck/391.smt2,timeout,1000
dreal-conv/tests/osmosis-hockey-ML5-d10.smt2,sat (delta),0.76
dreal-conv/flyspeck/750.smt2,unsat,79.52
dreal-conv/flyspeck/271.smt2,timeout,1000
metitarski/cos-3410-a.smt2,unsat,0.01
dreal-conv/flyspeck/482.smt2,timeout,1000
dreal-conv/flyspeck/858.smt2,timeout,1000
dreal-conv/flyspeck/321.smt2,timeout,1000
dreal-conv/tests/kinematic_misc_7.smt2,sat (delta),0.41
metitarski/exp-problem-9.smt2,timeout,1000
metitarski/sqrt-problem-3.smt2,unsat,0.01
bmc/nav_18.transcendental.k1.smt2,unsat,0.01
metitarski/log-problem-1.smt2,unsat,0.02
dreal-conv/flyspeck/649.smt2,timeout,1000
dreal-conv/flyspeck/719.smt2,timeout,1000
bmc/heater_09.transcendental.k10.smt2,timeout,1000
bmc/ahmadi_parrilo_kristic.transcendental.k2.smt2,sat (delta),0.02
dreal-conv/flyspeck/915.smt2,timeout,1000
dreal-conv/flyspeck/374.smt2,timeout,1000
dreal-conv/flyspeck/554.smt2,timeout,1000
bmc/nav_11.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/632.smt2,timeout,1000
dreal-conv/flyspeck/366.smt2,timeout,1000
metitarski/Chua-1-VC2-U-sincos.smt2,unsat,0.02
bmc/mirko_example_02.k1.smt2,unsat,0.03
bmc/nav_13.transcendental.k1.smt2,unsat,0.01
dreal-conv/flyspeck/827.smt2,timeout,1000
dreal-conv/flyspeck/383.smt2,timeout,1000
bmc/nav_20.transcendental.k1.smt2,unsat,0.01
metitarski/sin-cos-346-a.smt2,unsat,25.7
dreal-conv/flyspeck/306.smt2,timeout,1000
dreal-conv/flyspeck/14.smt2,timeout,1000
metitarski/exp-lower-8.smt2,unsat,0.01
metitarski/exp-problem-10-2-sqrt.smt2,error: Command exited with non-zero status 1 :: 4.44,4.44
dreal-conv/flyspeck/370.smt2,timeout,1000
dreal-conv/tests/kinematic_misc_17.smt2,unsat,0.2
bmc/lotka_volterra_fourth_quadrant.transcendental.k10.smt2,unsat,0.02
metitarski/sin-cos-problem-7-weak.smt2,timeout,1000
bmc/nav_20.transcendental.k0.smt2,unsat,0.01
metitarski/cos-3411-a-weak.smt2,unsat,0.1
dreal-conv/tests/kinematic_fbl_1.smt2,unsat,0.03
bmc/sat_01.transcendental.k3.smt2,unsat,0.08
dreal-conv/flyspeck/813.smt2,timeout,1000
bmc/nav_07.transcendental.k3.smt2,unsat,0.02
metitarski/Tunnel-2-VC-L.smt2,unsat,0.01
bmc/heater_07.transcendental.k2.smt2,unsat,0.14
bmc/mirko_example_02.k4.smt2,unsat,0.12
bmc/dumortier_llibre_artes_ex_10_11.transcendental.k0.smt2,unsat,0.01
bmc/heater_13.transcendental.k0.smt2,unsat,0.01
bmc/heater_14.transcendental.k0.smt2,unsat,0.01
metitarski/sqrt-1mcosq-8-weak.smt2,unsat,0.7
dreal-conv/flyspeck/210.smt2,timeout,1000
metitarski/log-lower-2.smt2,unsat,0.02
bmc/strogatz_ex_6_1_9_dipole.transcendental.k10.smt2,sat (delta),0.04
bmc/vinograd_system_chicone_1_145_page_80.transcendental.k1.smt2,unsat,0.01
dreal-conv/flyspeck/488.smt2,timeout,1000
metitarski/log-fun-ineq-fneg10.smt2,timeout,1000
dreal-conv/flyspeck/908.smt2,timeout,1000
bmc/sat_15.transcendental.k1.smt2,unsat,7.71
bmc/dai_gan_xhia_zhan_jsc14_ex1.transcendental.k0.smt2,unsat,0.01
dreal-conv/powersystems/dreal_file_5_20.smt2,sat (delta),0.08
bmc/WBS_blue_faulty_arch4_02_p1.transcendental.k4.smt2,unsat,0.28
dreal-conv/tests/kinematic_arm_1DOF_2.smt2,unsat,0.02
bmc/mirko_example_03.k2.smt2,unsat,0.07
metitarski/Nichols-Plot-Inverted-Pendulum-Fails-1-5-weak.smt2,unsat,0.03
bmc/forsman_phd_ex_6_1_page_99.transcendental.k10.smt2,timeout,1000
dreal-conv/flyspeck/153.smt2,timeout,1000
bmc/tomlin_aircraft_roundabout_maneuver.k10.smt2,unsat,0.03
dreal-conv/flyspeck/382.smt2,timeout,1000
metitarski/exp-upper-1.smt2,unsat,0.02
metitarski/CONVOI2-sincos-weak.smt2,unsat,0.12
metitarski/exp-lower-13-sqrt-weak.smt2,unsat,0.02
bmc/nav_17.transcendental.k1.smt2,unsat,0.01
dreal-conv/flyspeck/279.smt2,timeout,1000
dreal-conv/tests/14.smt2,unsat,0.04
metitarski/two-variable-problem-3-weak2.smt2,timeout,1000
metitarski/cos-problem-2-weak.smt2,unsat,0.04
bmc/heater_07.transcendental.k10.smt2,timeout,1000
dreal-conv/tests/osmosis-hockey-ML2-d10.smt2,unsat,0.61
bmc/nav_21.transcendental.k4.smt2,unsat,0.03
bmc/unstable_unit_circle2.transcendental.k1.smt2,sat (delta),0.03
bmc/collin_goriely_page_60.transcendental.k3.smt2,sat,0.01
dreal-conv/flyspeck/574.smt2,timeout,1000
dreal-conv/flyspeck/341.smt2,timeout,1000
metitarski/Chua-1-VC1-U.smt2,unsat,0.04
metitarski/log-lower-22.smt2,unsat,0.03
dreal-conv/flyspeck/206.smt2,timeout,1000
bmc/strogatz_ex_6_3_2.transcendental.k10.smt2,timeout,1000
bmc/wiggins_ex_18_1_2.transcendental.k1.smt2,sat,0.01
dreal-conv/tests/kinematic_arm_2DOF_1l_2.smt2,unsat,13.84
dreal-conv/flyspeck/358.smt2,timeout,1000
dreal-conv/tests/kinematic_misc_28.smt2,unsat,0.33
metitarski/log-upper-13.smt2,unsat,0.02
dreal-conv/powersystems/dreal_file_2_20.smt2,unsat,0.01
dreal-conv/flyspeck/250.smt2,timeout,1000
metitarski/Nichols-Plot-Inverted-Pendulum-Fails-1-3.smt2,unsat,0.01
dreal-conv/flyspeck/464.smt2,timeout,1000
dreal-conv/flyspeck/401.smt2,timeout,1000
metitarski/log-upper-28.smt2,unsat,0.03
dreal-conv/tests/kinematic_misc_16.smt2,unsat,24.71
bmc/sin_sat02.smt2,sat,0.01
dreal-conv/tests/kinematic_arm_2DOF_3l_5.smt2,unsat,0.86
dreal-conv/flyspeck/718.smt2,timeout,1000
bmc/sat_10.transcendental.k5.smt2,unsat,43.82
dreal-conv/flyspeck/287.smt2,timeout,1000
bmc/heater_09.transcendental.k4.smt2,timeout,1000
dreal-conv/flyspeck/229.smt2,timeout,1000
metitarski/log-nest-exp-twovars-weak1.smt2,unsat,0.06
bmc/heater_06.transcendental.k4.smt2,unsat,5.81
dreal-conv/tests/osmosis-hockey-ML2.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_1_35_page_17.transcendental.k2.smt2,sat (delta),0.07
dreal-conv/flyspeck/403.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_5_1_ii.transcendental.k2.smt2,sat,0.01
metitarski/RL-high-pass-circuit.smt2,unsat,0.01
dreal-conv/flyspeck/371.smt2,timeout,1000
metitarski/sqrt-problem-Melquiond3.smt2,unsat,0.02
bmc/WBS_blue_faulty_arch2_02_p0.transcendental.k10.smt2,unsat,2.45
metitarski/CMOS-opamp.smt2,unsat,0.07
bmc/WBS_blue_faulty_arch2_02_p1.transcendental.k10.smt2,sat (delta),7.77
metitarski/atan-error-analysis-4.smt2,sat (delta),0.06
metitarski/log-upper-27-sqrt.smt2,error: Command exited with non-zero status 1 :: 0.21,0.21
bmc/WBS_blue_faulty_arch2_02_p0.transcendental.k3.smt2,unsat,0.98
bmc/sat_13.transcendental.k4.smt2,unsat,8.29
metitarski/log-upper-26.smt2,unsat,0.03
metitarski/Nichols-Plot-Inverted-Pendulum-Meets-1-2.smt2,unsat,0.06
bmc/dumortier_llibre_artes_ex_5_1_ii.transcendental.k4.smt2,sat (delta),0.02
dreal-conv/flyspeck/542.smt2,timeout,1000
dreal-conv/flyspeck/133.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_03_p1.transcendental.k10.smt2,error: ./nodiv-benchmark/bmc/WBS_blue_faulty_arch4_03_p1.transcendental.k10.smt2: No such file or directory :: Command exited with non-zero status 18 :: 0.00,0
dreal-conv/flyspeck/544.smt2,timeout,1000
dreal-conv/tests/osmosis-simple.smt2,unsat,2.53
metitarski/Colpitts-BJT-2-VC2+VC1.smt2,unsat,0.3
bmc/heater_13.transcendental.k5.smt2,timeout,1000
bmc/stable_limit_cycle1.transcendental.k1.smt2,unsat,0.02
metitarski/trig-squared5.smt2,timeout,1000
dreal-conv/flyspeck/830.smt2,timeout,1000
bmc/heater_06.transcendental.k0.smt2,unsat,0.01
metitarski/atan-vega-1.smt2,timeout,1000
bmc/sat_05.transcendental.k5.smt2,unsat,0.33
dreal-conv/flyspeck/511.smt2,timeout,1000
metitarski/sin-problem-13.smt2,unsat,0.01
metitarski/asin-8-sqrt3.smt2,unsat,0.16
metitarski/sin-cos-2var9.smt2,timeout,1000
metitarski/log-upper-14.smt2,unsat,0.01
dreal-conv/flyspeck/316.smt2,timeout,1000
metitarski/cos-problem-11.smt2,unsat,0.02
bmc/stable_limit_cycle1.transcendental.k5.smt2,segfault,0.6
metitarski/abs-problem-13.smt2,sat (delta),0.04
bmc/nav_05.transcendental.k3.smt2,unsat,0.02
dreal-conv/flyspeck/425.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_01_p1.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/579.smt2,timeout,1000
bmc/freezer.k0.smt2,unsat,0.01
bmc/strogatz_ex_6_1_9_dipole.transcendental.k4.smt2,sat (delta),0.03
bmc/sat_07.transcendental.k2.smt2,unsat,0.93
dreal-conv/flyspeck/145.smt2,timeout,1000
metitarski/sin-cos-problem-2.smt2,unsat,0.18
dreal-conv/flyspeck/789.smt2,timeout,1000
bmc/heater_10.transcendental.k0.smt2,unsat,0.01
bmc/nav_19.transcendental.k3.smt2,unsat,0.02
dreal-conv/flyspeck/780.smt2,timeout,1000
bmc/cfa_test0010.k1.smt2,unsat,0.01
metitarski/atan-problem-2-weakest31.smt2,timeout,1000
bmc/mirko_example_03.k5.smt2,unsat,1
metitarski/exp-error-analysis-4.smt2,error: Command exited with non-zero status 1 :: 0.01,0.01
bmc/nav_07.transcendental.k10.smt2,unsat,0.41
bmc/dumortier_llibre_artes_ex_10_11.transcendental.k1.smt2,unsat,0.01
metitarski/trigpoly-359-2.smt2,timeout,1000
metitarski/exp-lower-1.smt2,unsat,0.01
dreal-conv/flyspeck/418.smt2,timeout,1000
metitarski/exp-ln-2.smt2,unsat,0.01
bmc/heater_08.transcendental.k10.smt2,timeout,1000
metitarski/log-fun-ineq-b1.smt2,unsat,0.02
dreal-conv/flyspeck/85.smt2,timeout,1000
metitarski/Tunnel-2-VC-U.smt2,unsat,0.01
bmc/shimizu_morioka_system.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/536.smt2,timeout,1000
dreal-conv/flyspeck/439.smt2,timeout,1000
dreal-conv/flyspeck/818.smt2,timeout,1000
bmc/strogatz_ex_7_3_5.transcendental.k1.smt2,unsat,0.01
bmc/heater_02.transcendental.k2.smt2,unsat,0.19
bmc/prajna_phd_thesis_2_4_1_page_31.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/270.smt2,timeout,1000
metitarski/exp-upper-20.smt2,unsat,0.02
dreal-conv/flyspeck/136.smt2,timeout,1000
dreal-conv/flyspeck/41.smt2,timeout,1000
dreal-conv/flyspeck/614.smt2,timeout,1000
bmc/heater_03.transcendental.k0.smt2,unsat,0.01
bmc/WBS_blue_faulty_arch2_01_p0.transcendental.k2.smt2,unsat,0.07
dreal-conv/flyspeck/636.smt2,timeout,1000
metitarski/Nichols-Plot-Inverted-Pendulum-Meets-2-3.smt2,unsat,0.01
metitarski/abs-problem-17.smt2,error: Command exited with non-zero status 1 :: 0.03,0.03
metitarski/log-upper-12.smt2,unsat,0.01
bmc/dai_gan_xhia_zhan_jsc14_ex5.transcendental.k5.smt2,sat,0.02
bmc/WBS_blue_faulty_arch4_03_p0.transcendental.k1.smt2,unsat,2.32
metitarski/ellipse-check-4-atan.smt2,unsat,0.02
dreal-conv/flyspeck/117.smt2,timeout,1000
bmc/WBS_blue_faulty_arch2_02_p1.transcendental.k3.smt2,sat (delta),3.99
dreal-conv/flyspeck/806.smt2,timeout,1000
dreal-conv/flyspeck/717.smt2,timeout,1000
dreal-conv/flyspeck/264.smt2,timeout,1000
metitarski/exp-upper-5.smt2,unsat,0.02
dreal-conv/flyspeck/258.smt2,sat (delta),0.03
dreal-conv/flyspeck/325.smt2,timeout,1000
dreal-conv/flyspeck/175.smt2,timeout,1000
metitarski/exp-lower-3.smt2,unsat,0.01
dreal-conv/flyspeck/244.smt2,timeout,1000
bmc/sat_05.transcendental.k2.smt2,unsat,0.12
bmc/heater_05.transcendental.k2.smt2,unsat,0.1
metitarski/atan-problem-11.smt2,unsat,0.16
bmc/strogatz_ex_6_1_9_dipole.transcendental.k2.smt2,sat (delta),38.23
bmc/unstable_unit_circle1.transcendental.k0.smt2,unsat,0.01
bmc/heater_14.transcendental.k4.smt2,unsat,93.11
metitarski/trigpoly-359-3-weak.smt2,timeout,1000
bmc/heater_02.transcendental.k0.smt2,unsat,0.01
metitarski/Nichols-Plot-Inverted-Pendulum-Meets-1-3.smt2,unsat,0.01
metitarski/Tunnel-3-IL-U.smt2,unsat,0.01
dreal-conv/flyspeck/398.smt2,timeout,1000
bmc/WBS_blue_faulty_arch2_01_p0.transcendental.k4.smt2,unsat,0.09
dreal-conv/flyspeck/619.smt2,timeout,1000
dreal-conv/flyspeck/873.smt2,timeout,1000
bmc/dai_gan_xhia_zhan_jsc14_ex2.transcendental.k2.smt2,sat,0.01
dreal-conv/flyspeck/802.smt2,timeout,1000
metitarski/ground-problem-8.smt2,unsat,0.01
metitarski/exp-problem-8.smt2,unsat,0.03
bmc/djaballah_chaputot_kieffer_boussou_2015_ex1.transcendental.k4.smt2,sat (delta),0.04
dreal-conv/flyspeck/116.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_01_p0.transcendental.k0.smt2,unsat,0.01
metitarski/log-error-analysis-2.smt2,unsat,0.1
bmc/fitzhugh_nagumo_ben_sassi_girard_2.transcendental.k3.smt2,sat (delta),0.03
bmc/heater_02.transcendental.k4.smt2,timeout,1000
metitarski/sin-3425b.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_10_15_ii.transcendental.k0.smt2,unsat,0.01
bmc/strogatz_ex_6_6_2_limit_cycle.transcendental.k5.smt2,segfault,0.2
metitarski/sin-recip-1.smt2,unsat,0.04
dreal-conv/flyspeck/30.smt2,timeout,1000
bmc/sat_14.transcendental.k5.smt2,unsat,44.92
bmc/arrowsmith_and_place_fig_3_1_page_72.transcendental.k5.smt2,timeout,1000
metitarski/atan-problem-2-sqrt-weakT1.smt2,timeout,1000
bmc/fedor_09.smt2,sat,0.01
metitarski/log-upper-5.smt2,unsat,0.01
bmc/shimizu_morioka_system.transcendental.k10.smt2,sat (delta),0.06
dreal-conv/flyspeck/479.smt2,timeout,1000
metitarski/log-fun-ineq-f3.smt2,unsat,0.05
dreal-conv/flyspeck/411.smt2,timeout,1000
dreal-conv/flyspeck/634.smt2,timeout,1000
bmc/nav_10.transcendental.k4.smt2,unsat,0.03
dreal-conv/flyspeck/836.smt2,timeout,1000
bmc/heater_15.transcendental.k3.smt2,unsat,1.33
dreal-conv/flyspeck/303.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_01_p1.transcendental.k2.smt2,unsat,0.05
bmc/dai_gan_xhia_zhan_jsc14_ex5.transcendental.k1.smt2,sat,0.01
bmc/arrowsmith_and_place_fig_3_9_page_83.transcendental.k1.smt2,unsat,0.01
bmc/sat_06.transcendental.k2.smt2,unsat,0.23
metitarski/Chua-2-IL-L.smt2,unsat,0.04
bmc/dai_gan_xhia_zhan_jsc14_ex1.transcendental.k1.smt2,sat,0.01
metitarski/trigpoly-356-6b-pi.smt2,timeout,1000
dreal-conv/flyspeck/315.smt2,timeout,1000
metitarski/ground-problem-1.smt2,unsat,0.01
metitarski/MUTANT-2.smt2,unsat,0.01
metitarski/trigpoly-3515-4.smt2,timeout,1000
dreal-conv/flyspeck/778.smt2,timeout,1000
metitarski/abs-problem-1.smt2,unsat,0.02
bmc/dai_gan_xhia_zhan_jsc14_ex2.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/556.smt2,timeout,1000
metitarski/atan-problem-1-sqrt.smt2,sat (delta),0.08
dreal-conv/flyspeck/226.smt2,timeout,1000
dreal-conv/flyspeck/493.smt2,timeout,1000
bmc/nav_06.transcendental.k4.smt2,unsat,0.04
bmc/unstable_unit_circle2.transcendental.k0.smt2,unsat,0.01
metitarski/exp-lower-15.smt2,unsat,0.01
dreal-conv/flyspeck/763.smt2,timeout,1000
dreal-conv/flyspeck/37.smt2,timeout,1000
dreal-conv/flyspeck/709.smt2,timeout,1000
dreal-conv/flyspeck/288.smt2,timeout,1000
metitarski/Tunnel-1-VC-L.smt2,unsat,0.01
bmc/dumortier_llibre_artes_ex_1_11b.transcendental.k3.smt2,sat (delta),0.06
metitarski/log-upper-21-weak.smt2,unsat,0.03
bmc/strogatz_ex_7_3_5.transcendental.k10.smt2,timeout,1000
dreal-conv/flyspeck/42.smt2,timeout,1000
bmc/mirko_example_03.k1.smt2,unsat,0.03
metitarski/sqrt-problem-2.smt2,unsat,0.01
metitarski/sin-3425b-weak.smt2,timeout,1000
metitarski/log-error-analysis-4.smt2,sat (delta),0.02
bmc/bhatia_szego_ex_2_4_page_68.transcendental.k2.smt2,timeout,1000
bmc/collin_goriely_page_60.transcendental.k2.smt2,sat (delta),0.02
bmc/nav_07.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/367.smt2,timeout,1000
metitarski/sqrt-1mcosq-8.smt2,timeout,1000
dreal-conv/flyspeck/291.smt2,timeout,1000
dreal-conv/flyspeck/886.smt2,timeout,1000
dreal-conv/flyspeck/52.smt2,timeout,1000
dreal-conv/flyspeck/406.smt2,timeout,1000
dreal-conv/flyspeck/731.smt2,timeout,1000
bmc/heater_14.transcendental.k3.smt2,unsat,0.66
dreal-conv/flyspeck/883.smt2,timeout,1000
dreal-conv/flyspeck/108.smt2,timeout,1000
dreal-conv/flyspeck/172.smt2,timeout,1000
dreal-conv/flyspeck/2.smt2,timeout,1000
dreal-conv/tests/yichao_01.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.01,0.01
metitarski/cos-error-analysis-3.smt2,sat (delta),0.01
dreal-conv/flyspeck/742.smt2,unsat,0.35
bmc/sat_08.transcendental.k1.smt2,unsat,1.23
metitarski/log-nest-exp-upper2.smt2,unsat,0.01
dreal-conv/flyspeck/11.smt2,timeout,1000
metitarski/exp-upper-17.smt2,unsat,0.04
dreal-conv/flyspeck/669.smt2,timeout,1000
dreal-conv/flyspeck/741.smt2,timeout,1000
bmc/nav_04.transcendental.k2.smt2,unsat,0.01
metitarski/atan-problem-1-weak.smt2,sat (delta),0.09
dreal-conv/flyspeck/897.smt2,timeout,1000
metitarski/atan-error-analysis-2-weak.smt2,sat (delta),0.08
dreal-conv/flyspeck/352.smt2,timeout,1000
dreal-conv/flyspeck/839.smt2,timeout,1000
metitarski/sqrt-problem-13-vars5.smt2,timeout,1000
dreal-conv/flyspeck/657.smt2,timeout,1000
metitarski/log-fun-ineq-fneg3.smt2,unsat,0.04
bmc/heater_10.transcendental.k5.smt2,timeout,1000
bmc/liu_zhan_zhao_emsoft11_ex_25.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/429.smt2,timeout,1000
metitarski/exp-problem-7.smt2,unsat,0.01
metitarski/trigpoly-3510-3.smt2,unsat,0.13
metitarski/sin-error-analysis-3.smt2,sat (delta),0.01
dreal-conv/flyspeck/421.smt2,timeout,1000
dreal-conv/flyspeck/834.smt2,timeout,1000
dreal-conv/flyspeck/426.smt2,timeout,1000
metitarski/polypaver-sqrt43-int-3vars_B.smt2,unsat,0.03
dreal-conv/flyspeck/217.smt2,timeout,1000
bmc/mirko_example_01.k3.smt2,unsat,0.09
dreal-conv/flyspeck/592.smt2,timeout,1000
dreal-conv/flyspeck/912.smt2,timeout,1000
bmc/sat_14.transcendental.k1.smt2,unsat,7.94
metitarski/exp-problem-9-weak2.smt2,unsat,0.06
dreal-conv/tests/atan2_02.smt2,unsat,0.28
dreal-conv/flyspeck/384.smt2,timeout,1000
metitarski/nfm-middle-right-verify-2.smt2,unsat,0.01
bmc/strogatz_ex_6_8_3.transcendental.k1.smt2,sat,0.02
dreal-conv/powersystems/dreal_file_1_10.smt2,error: Command exited with non-zero status 1 :: 0.74,0.74
bmc/djaballah_chaputot_kieffer_boussou_2015_ex1.transcendental.k2.smt2,sat,0.12
bmc/sat_04.transcendental.k3.smt2,unsat,0.17
metitarski/exp-error-analysis-5.smt2,unsat,0.06
metitarski/abs-problem-8.smt2,unsat,0.02
metitarski/trigpoly-3514-4.smt2,error: Command exited with non-zero status 1 :: 7.61,7.61
bmc/arrowsmith_and_place_fig_1_32_page_14.transcendental.k5.smt2,sat (delta),0.09
dreal-conv/flyspeck/607.smt2,timeout,1000
dreal-conv/flyspeck/529.smt2,timeout,1000
dreal-conv/flyspeck/508.smt2,timeout,1000
metitarski/sin-3425b-1var.smt2,error: Command exited with non-zero status 1 :: 0.60,0.6
dreal-conv/flyspeck/571.smt2,timeout,1000
metitarski/sin-344-2.smt2,timeout,1000
dreal-conv/flyspeck/779.smt2,timeout,1000
bmc/nav_05.transcendental.k1.smt2,unsat,0.01
metitarski/exp-lower-6.smt2,sat (delta),0.02
bmc/heater_15.transcendental.k5.smt2,timeout,1000
metitarski/Chua-2-VC2-L-sincos.smt2,unsat,0.02
metitarski/sqrt-1mcosq-7-weak.smt2,unsat,60.96
metitarski/exp-upper-12.smt2,unsat,0.02
metitarski/sin-cos-problem-7-weakest.smt2,timeout,1000
dreal-conv/flyspeck/150.smt2,timeout,1000
metitarski/sin-cos-problem-3-weak.smt2,unsat,0.13
dreal-conv/flyspeck/345.smt2,timeout,1000
dreal-conv/flyspeck/142.smt2,timeout,1000
bmc/strogatz_ex_6_6_2_limit_cycle.transcendental.k2.smt2,unsat,203.14
metitarski/trigpoly-357-5.smt2,timeout,1000
dreal-conv/flyspeck/546.smt2,timeout,1000
bmc/prajna_phd_thesis_2_4_1_page_31.transcendental.k4.smt2,sat (delta),0.02
metitarski/log-error-analysis-4-weak.smt2,sat (delta),0.11
dreal-conv/flyspeck/308.smt2,timeout,1000
metitarski/log-lower-17-weak.smt2,unsat,0.02
metitarski/log-nest-exp-twovars-weak2.smt2,unsat,0.03
bmc/nav_02.transcendental.k4.smt2,unsat,0.05
dreal-conv/flyspeck/28.smt2,timeout,1000
metitarski/trigpoly-3510-5-weak.smt2,unsat,1.93
dreal-conv/flyspeck/263.smt2,timeout,1000
dreal-conv/flyspeck/849.smt2,timeout,1000
bmc/cfa_test0007.k10.smt2,unsat,0.17
dreal-conv/flyspeck/559.smt2,timeout,1000
dreal-conv/flyspeck/686.smt2,timeout,1000
metitarski/log-upper-30-weak.smt2,unsat,0.02
bmc/sat_02.transcendental.k1.smt2,unsat,0.03
dreal-conv/tests/stephen_02.smt2,unsat,0.07
dreal-conv/powersystems/dreal_file_8_25.smt2,sat,0.02
dreal-conv/flyspeck/652.smt2,timeout,1000
dreal-conv/flyspeck/701.smt2,timeout,1000
bmc/ben_sassi_girard_20104_moore_greitzer_jet.transcendental.k2.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.07,0.07
metitarski/NAVIGATION-1.smt2,unsat,0.01
bmc/sat_06.transcendental.k1.smt2,unsat,0.12
metitarski/log-lower-24.smt2,unsat,0.02
metitarski/exp-problem-10-2-sqrt-weak.smt2,unsat,0.21
bmc/sat_06.transcendental.k0.smt2,unsat,0.02
metitarski/Tunnel-2-IL-L.smt2,unsat,0.01
dreal-conv/powersystems/dreal_file_2_50.smt2,unsat,0.17
metitarski/log-upper-21-sqrt.smt2,unsat,0.03
bmc/nav_11.transcendental.k1.smt2,unsat,0.01
dreal-conv/flyspeck/215.smt2,timeout,1000
metitarski/log-lower-6.smt2,unsat,0.01
metitarski/tan-problem-3-weak.smt2,unsat,0.05
metitarski/atan-problem-12.smt2,sat (delta),0.05
metitarski/exp-upper-14.smt2,unsat,0.04
dreal-conv/flyspeck/872.smt2,timeout,1000
bmc/nav_12.transcendental.k2.smt2,unsat,0.02
bmc/arrowsmith_and_place_fig_1_30_page_14.transcendental.k5.smt2,sat (delta),0.06
metitarski/exp-hyperbolic-1.smt2,unsat,0.02
dreal-conv/flyspeck/122.smt2,timeout,1000
dreal-conv/flyspeck/49.smt2,timeout,1000
metitarski/tan-problem-6-weak.smt2,timeout,1000
metitarski/abs-problem-4.smt2,unsat,0.03
bmc/strogatz_ex_6_3_2.transcendental.k1.smt2,sat (delta),0.4
